Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,AC_PHONE_N,AC_EMAIL,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
DISTRICT 17 - SANTA CLARA,SANTA CLARA,CA4300504,ARROWHEAD COOPERATIVE COMPANY,C,IOU,39,109,8/26/19,NA,19-Aug,San Jose Water Company,CA4310011,IOU,Monitoring & Reporting,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.0537117,37.2880083,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1007514,Community water system,164.1521582,2,NA,NA,IOU,IOU,21401 Prospect Rd. Saratoga CA 95070,060855077023,"Block Group 3, Census Tract 5077.02, Santa Clara County, California",2423,653,333,168,0,13,0,13,1937,618,0,13,0,13,250001,NA,715,163,541,120,174,135,715,408-761-7142,suzanne.delorenzo@sjwater.com,307096.5825689669,NA,322942.6220235701,24416.133080484593,952513.7123862518,285522.1295460596,1371.37660090936,4040.3727205758037,278674.20063692715,307096.5825689669,174927.58687125344,132168.99569771308
DISTRICT 05 - MONTEREY,SANTA CRUZ,CA4410015,SLVWD-LOMPICO,C,County Water District,500,0,8/23/18,NA,18-Aug,San Lorenzo Valley Water District,CA4410014,County Water District,historic HAA5 violations & source capacity issues,Multiple,1,1,0,0,0,SWRCB-drought intertie,Voluntary Consolidation,Physical,Voluntary,NA,-122.0479782,37.1112697,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,21145,Community water system,992.374322,2,NA,NA,Special district,Special district,11255 LOMPICO ROAD FELTON CA 95018,060871206002,"Block Group 2, Census Tract 1206, Santa Cruz County, California",1877,345,1406,252,28,36,0,13,55,39,0,13,208,124,102845,13683,850,131,713,106,137,94,850,831-430-4624,rrogers@slvwd.com,7131.705806814978,763796266.8873218,238.87633981271043,106.20266118604421,18347.00591555881,2348.7313617684467,65.62334149997433,56.85757580519291,14697.864770536822,7131.705806814978,5265.786865014852,1865.9189418001254
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,297.1578983,2,NA,NA,Private ancillary,General purpose government,645 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1568,320,0,13,0,13,83,73,0,13,229,124,95722,11564,836,148,520,76,316,148,836,805-781-7237,mboerman@slocity.org,12895.722185148694,NA,1757.3860010524663,809.7105394066098,31852.666115357075,6082.788653526579,59.788686942243224,8.245431980948595,21894.312999535432,12895.722185148694,4422.315167170787,8473.407017977906
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,400.2117127,1,NA,NA,Private ancillary,General purpose government,269 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1568,320,0,13,0,13,83,73,0,13,229,124,95722,11564,836,148,520,76,316,148,836,805-781-7237,mboerman@slocity.org,12895.722185148694,NA,1757.3860010524663,809.7105394066098,31852.666115357075,6082.788653526579,59.788686942243224,8.245431980948595,21894.312999535432,12895.722185148694,4422.315167170787,8473.407017977906
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/21,NA,21-May,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,45920,Community water system,35.09123964,1,NA,NA,Private ancillary,General purpose government,4251 S HIGUERA SAN LUIS OBISPO CA 93401,060790116002,"Block Group 2, Census Tract 116, San Luis Obispo County, California",898,192,766,187,0,13,0,13,18,26,0,13,106,89,106830,41601,411,88,299,80,112,66,411,805-781-7237,mboerman@slocity.org,12895.722185148694,NA,1757.3860010524663,809.7105394066098,31852.666115357075,6082.788653526579,59.788686942243224,8.245431980948595,21894.312999535432,12895.722185148694,4422.315167170787,8473.407017977906
DISTRICT 08 - SANTA ANA,ORANGE,CA3000852,RANCHO MISSION VIEJO,C,Private (other),17,25,1/6/20,NA,20-Jan,SANTA MARGARITA WATER DISTRICT,CA3010101,Water District,Nitrate,Quality,0,1,0,0,0,Self-funded,Voluntary Consolidation,Physical,Voluntary,NA,-117.6260983,33.5212917,Both,"Issues in state partnerships tool is ""none""",NA,No,No,2,Yes,GW,NA,GW,SWP,161264,Community water system,NA,NA,NA,NA,Private ancillary,Special district,28436 Airoso St. Ladera Ranch CA 92694,060590320665,"Block Group 5, Census Tract 320.66, Orange County, California",251,205,100,123,0,13,0,13,107,98,0,13,18,29,135962,52051,72,53,72,53,0,13,72,949-459-6594,danielp@smwd.com,55665.01982630362,NA,19908.14186850532,2333.489606748533,164048.81122763324,25637.95673144676,312.2091782880832,180.87321100871327,107034.3450298095,55665.01982630362,43356.03199806368,12308.987828239957
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200959,CENTRAL CITY COOLING,NTNC,Private (other),3,40,1/10/20,NA,20-Jan,SANTA MARIA WATER DEPARTMENT,CA4210011,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.3989842,34.9251593,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,107407,Community water system,1732.861841,1,NA,NA,Private ancillary,General purpose government,1701 Betteravia Rd. Santa Maria CA 93454,060830020062,"Block Group 2, Census Tract 20.06, Santa Barbara County, California",1158,282,643,253,7,11,0,13,0,13,0,13,506,128,113015,52505,375,85,299,83,76,32,375,805-925-0951,sspringer@cityofsantamaria.org,25757.148707661603,NA,3901.076679923316,1225.896731648555,96939.05845581648,75073.2196657595,137.05792236158493,13.019625679203447,14803.391304707144,25757.148707661603,12396.702401198148,13360.446306463451
LPA46 - KINGS COUNTY,KINGS,CA1600008,CENTRAL UNION ELEMENTARY,NTNC,School,10,320,4/2/21,NA,21-Apr,Santa Rosa Rancheria water system (Tachi Yokut Tribe),90600148,Tribal,ARSENIC,Quality,0,1,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,http://p2cdn4static.sharpschool.com/UserFiles/Servers/Server_4550549/File/SchoolBoard/Minutes/2020-21/011121%20Minutes%20Packet.pdf,-119.780279,36.243371,Both,In partnership tool data the funding source is listed as private,NA,No,No,2,Yes,GW,NA,GW,NA,NA,NA,NA,NA,NA,NA,Public ancillary,Tribal,15783 18TH AVENUE LEMOORE CA 93245,060310016012,"Block Group 2, Census Tract 16.01, Kings County, California",1767,262,376,177,3,6,662,151,43,54,0,13,674,223,53882,15865,433,90,203,76,230,65,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/21,NA,21-Jan,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,172666,Community water system,442.4884235,1,NA,NA,Private ancillary,Special district,7676 BRADSHAW RD SACRAMENTO CA 95829,060670093113,"Block Group 3, Census Tract 93.11, Sacramento County, California",2197,511,923,448,184,143,0,13,567,219,122,171,184,113,86875,30880,638,110,480,96,158,75,638,916-874-4682,williamsf@SacCounty.NET,44038.09308108569,NA,46939.16467855463,15092.830826437421,143187.66354497452,28415.091449082203,383.2508363813845,2527.8217160968447,40612.563301954135,44038.09308108569,31740.32010612726,12297.772974958425
DISTRICT 18 - SONOMA,SONOMA,CA4900676,SEQUOIA GARDENS MOBILE HOME PARK,C,MHP,192,300,NA,16-Aug,16-Aug,"SEBASTOPOL, CITY OF",CA4910011,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.772047,38.444094,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7786,Community water system,5216.770365,27,NA,NA,Private ancillary,General purpose government,433 Fulton Road SANTA ROSA CA 95401,060971530053,"Block Group 3, Census Tract 1530.05, Sonoma County, California",952,226,858,225,0,13,0,13,62,87,0,13,32,40,43036,22945,551,128,348,77,203,122,551,707-823-5331,ddelprete@cityofsebastopol.org,2240.876676343099,NA,188.82326459131326,135.81548598526587,5242.798306354375,640.0265229895498,0,6.197343821019228,4026.7450457293708,2240.876676343099,1201.1154694784466,1039.7612068646522
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/21,NA,21-Oct,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,2020 CSD took over ownership of system from BOS,NA,No,No,2,Yes,GW,NA,GW,GW,691,Community water system,0,1,1,NA,Private ancillary,Special district,15641 AVE. 384 VISALIA CA 93292,061070008021,"Block Group 1, Census Tract 8.02, Tulare County, California",896,371,76,69,0,13,0,13,0,13,0,13,783,357,54403,19690,207,79,57,36,150,71,207,559-624-7010,CVPerez@co.tulare.ca.us,2.0985605387876296,108544.77042701561,0.01842817229539568,0.040887507280409165,8.7637241987041,7.326798910203208,0,0.05528451688618704,0.9819203388861091,2.0985605387876296,0.6299023830818254,1.4686581557058038
DISTRICT 02 - LASSEN,SHASTA,CA4500001,"SHASTA CSA - KESWICK, #25",C,CSA,87,208,11/22/19,NA,19-Nov,Shasta CSD,CA4510013,CSD,Carr Fire Impacts,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.3958892,40.5806173,Both,Excel data says managerial consolidaiton I'm not sure still but the systems are physically close to eachother and their website doesn't seem to indicate any separation between the two systems so leaving at physical for now,NA,No,No,2,Yes,SW,NA,SW,SW,1584,Community water system,3139.324021,3,NA,3,General purpose government,Special district,15611 Rock Creek Road SHASTA CA 96087,060890124001,"Block Group 1, Census Tract 124, Shasta County, California",1207,309,1106,304,3,4,6,7,15,18,0,13,45,41,42583,6844,453,84,338,85,115,52,453,530-241-6264,ckoeper@shastacsd.org,374.9718556656001,35325859.84765819,97.67894265034161,15.609877436030104,1075.5097481841945,39.59346657846154,48.13928681869217,0.17949396683401891,813.1490002853969,374.9718556656001,316.68107082041377,58.29078484518633
DISTRICT 18 - SONOMA,SONOMA,CA4901195,MOORLAND AVENUE APARTMENTS,C,Private (other),4,64,NA,16-Aug,16-Aug,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,CA4910010,CSA,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.716746,38.399821,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GWP,1115,Community water system,NA,NA,NA,Not in top 50,Private ancillary,General purpose government,3200 Moorland Avenue SANTA ROSA CA 95407,060971532022,"Block Group 2, Census Tract 1532.02, Sonoma County, California",3074,881,508,609,0,13,0,13,33,53,0,13,2484,761,75925,45227,801,235,205,100,596,234,801,707-565-7947,glenn.morelli@sonoma-county.org,181.18873432486393,16440907.482169202,1.0409894742517702,1.4756945972244635,473.9108897805687,114.80685317520839,0,0,342.53029435445,181.18873432486393,127.2752208859894,53.9135134388745
DISTRICT 18 - SONOMA,SONOMA,CA4910202,SONOMA DEVELOPMENTAL CENTER,C,State,71,123,10/1/19,NA,19-Oct,Sonoma County Water Agency,CA4910020,Special Act District,"disinfection byproducts, HAA5",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.5192313,38.347162,Both,Excel data said disinfection byproduct for issue whereas partnership tool data said HAA5. Also excel data listed existing intertie for the funding mechanism,NA,No,No,2,Yes,SW,NA,SW,GW,0,Community water system,NA,NA,NA,NA,Public ancillary,Special district,15000 Arnold Drive ELDRIDGE CA 95431,060971505021,"Block Group 1, Census Tract 1505.02, Sonoma County, California",973,306,655,266,8,16,15,33,9,21,0,13,126,86,144219,38022,355,106,200,90,155,99,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900855,WEST FIELD COMMUNITY,C,MHP,29,75,NA,16-Aug,16-Aug,"SONOMA, CITY OF",CA4910012,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.714815,38.39102,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,11923,Community water system,NA,NA,NA,Not in top 50,Private ancillary,General purpose government,3521 Santa Rosa Avenue SANTA ROSA CA 95407,060971514053,"Block Group 3, Census Tract 1514.05, Sonoma County, California",955,431,503,278,36,54,0,13,0,13,0,13,396,347,67642,33572,283,102,143,73,140,90,283,707-933-2213,gtoy@sonomacity.org,3875.4139416161274,NA,193.53756951532304,67.72781877045182,8103.310711038009,1279.5724346166248,0,0.050636868248663355,6378.802170713057,3875.4139416161274,2340.457118960667,1534.9568226554607
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,19-Aug,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,34232,Community water system,NA,NA,NA,NA,Special district,Special district,35005 Beach Rd. Dana Point CA 92624,060590422015,"Block Group 5, Census Tract 422.01, Orange County, California",992,308,894,296,21,34,0,13,0,13,23,36,28,53,101776,39071,497,138,443,138,54,49,497,949-499-4555,rshintaku@scwd.org,7048.136143588521,NA,604.2360037459505,426.13346645698516,16937.22118944449,1849.2298244531266,63.324034543978776,0,13309.594867132659,7048.136143588521,4843.92772872498,2204.208414863543
LPA39- El Dorado County,EL DORADO,CA0900636,TRUCKEE CREEK COTTAGES,NC,Private (other),30,6,8/9/17,NA,17-Aug,South Tahoe PUD,CA0910002,PUD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9949282,38.9222135,Both,"Rather than Coliform as the issue the yearly excel sheet has ""none"" listed",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,2333 Eloise Ave. South Lake Tahoe CA 96150,060170304031,"Block Group 1, Census Tract 304.03, El Dorado County, California",491,184,439,171,0,13,0,13,52,68,0,13,0,13,58269,43595,266,120,229,117,37,33,266,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900548,MARK TWAIN MOTEL,NC,Private (other),21,25,8/9/17,NA,17-Aug,LAKESIDE PARK ASSOCIATION,CA0910019,PA,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9463988,38.9565733,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,1554,Community water system,139.5088374,1,1,NA,Private ancillary,Nonprofit private,947 Park Ave. South Lake Tahoe CA 96150,060170316013,"Block Group 3, Census Tract 316.01, El Dorado County, California",368,234,219,104,0,13,0,13,0,13,0,13,149,212,32885,17167,192,87,44,39,148,77,192,530-542-2314,nakia@lpatahoe.com,41.070435799321395,1350601.2812606841,0,0,78.71833528203268,31.87236944843171,0,0,46.84596583360097,41.070435799321395,9.41197487067782,31.658460928643578
LPA39- El Dorado County,EL DORADO,CA0900555,MATTERHORN INN,C,Private (other),2,40,11/27/17,NA,17-Nov,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.99845,38.917605,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,33.66398549,2,1,NA,Private ancillary,Special district,2187 LAKE TAHOE BLVD SOUTH LAKE TAHOE CA 96150,060170304043,"Block Group 3, Census Tract 304.04, El Dorado County, California",646,212,381,154,21,30,0,13,24,48,0,13,178,147,33704,18354,322,105,207,107,115,64,322,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900586,A & A LAKE TAHOE INN,NC,Private (other),2,25,10/16/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,Bacteriological,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.963042,38.946206,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,3520 LAKE TAHOE BLVD SOUTH LAKE TAHOE CA 96150,060170302013,"Block Group 3, Census Tract 302.01, El Dorado County, California",917,407,301,177,0,13,0,13,48,57,0,13,528,364,56222,7833,250,115,144,98,106,67,250,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900666,SIESTA ARMS APARTMENTS,SSWS,Private (other),1,21,10/23/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9609658,38.9438742,Both,excel data said NP as system type,NA,No,No,2,Yes,NA,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,1096 Herbert Ave. South Lake Tahoe 96150,060170302013,"Block Group 3, Census Tract 302.01, El Dorado County, California",917,407,301,177,0,13,0,13,48,57,0,13,528,364,56222,7833,250,115,144,98,106,67,250,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/18,NA,18-Nov,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,3870 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316021,"Block Group 1, Census Tract 316.02, El Dorado County, California",1197,423,467,243,3,4,0,13,557,317,0,13,114,100,45769,14876,420,112,131,70,289,98,420,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900646,AL TAHOE ELEM/STMS (WATER SYS),NTNC,School,6,1300,9/30/20,Sep.2020,20-Sep,South Tahoe PUD,CA0910002,PUD,"1,2,3-TCP; Nitrate; RTCR; Monitoring & Reporting",Multiple,0,1,1,0,0,DWR grant,Voluntary Consolidation,Physical,Voluntary,NA,-119.9752658,38.9347737,Both,"Shows up twice in excel in 2019 and 2020, issues listed in the 2019 and 2020 listings (but are different, addd all here) listed as none for issues in partnership data. Sep 2020 date retained since it matches partnership data. G",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Public ancillary,Special district,1021 AL TAHOE BLVD SO LAKE TAHOE CA 96150,060170302011,"Block Group 1, Census Tract 302.01, El Dorado County, California",774,242,448,153,0,13,18,30,0,13,0,13,277,216,63315,28848,341,112,110,44,231,112,341,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39- El Dorado County,EL DORADO,CA0900579,MIDWAY INN,NC,Private (other),2,40,10/30/20,NA,20-Oct,South Tahoe PUD - Main,CA0910002,PUD,"Arsenic, Management issues, failure to sample, TCR",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9483818,38.9518667,Both,"Shows up in 2019 and 2020 excel, in 2019 lists TCR issues and in partnership tool that is also what is listed. Other issues come from 2019 sheet.",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,1,NA,Private ancillary,Special district,3876 Lake Tahoe Blvd. South Lake Tahoe CA 96150,060170316012,"Block Group 2, Census Tract 316.01, El Dorado County, California",521,250,102,71,0,13,0,13,118,117,0,13,275,235,NA,NA,254,100,8,14,246,100,254,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA39 - EL DORADO COUNTY,EL DORADO,CA0900581,NATIONAL 9,NC,Private (other),2,63,10/15/21,NA,21-Oct,SOUTH TAHOE PUD - MAIN,CA0910002,PUD,LACK OF SECONDARY WATER SOURCE,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,NA,"Not in top 25 of CES set (up to 13,000 meters)",Private ancillary,Special district,3901 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316012,"Block Group 2, Census Tract 316.01, El Dorado County, California",521,250,102,71,0,13,0,13,118,117,0,13,275,235,NA,NA,254,100,8,14,246,100,254,530-543-6521,cstanley@stpud.dst.ca.us,11339.172475123307,NA,1421.6306637225202,170.1594777666361,27178.87244585654,6802.666222456458,32.8279924727422,20.99999999998982,17773.535125091297,11339.172475123307,5913.662560727662,5425.509914395646
LPA58 - NAPA COUNTY,NAPA,CA2801045,ST. CLEMENT VINEYARDS INC.,NC,Private (other),1,100,9/16/19,NA,19-Sep,"St. Helena, City of",CA2810004,City,"bacteriological, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.410826,38.487184,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6152,Community water system,2770.124538,4,NA,3,Private ancillary,General purpose government,1601 Silverado Trail ST HELENA CA 94574,060552015002,"Block Group 2, Census Tract 2015, Napa County, California",755,214,341,101,0,13,0,13,0,13,0,13,305,163,137250,69245,257,58,206,49,51,36,257,NA,cchurch@cityofsthelena.org,2828.3321790030122,313222139.9638816,121.43017686609998,75.55764041571787,5956.230131309741,1217.2705503373775,11.820805530189496,0,4480.476897396321,2828.3321790030122,1916.5237154088188,911.8084635941938
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,18-Jan,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"This I found in my own research for CWS paper, acquired by PUD in 2018. System ID number doesn't change","No records of change in ECM, would need to email LPA",No,No,NA,Yes,GW,GW,GW,GW,200,Community water system,NA,NA,NA,NA,IOU,Special district,740 Timberland Ln. Tahoe City CA 96145,060610221002,"Block Group 2, Census Tract 221, Placer County, California",93,81,93,81,0,13,0,13,0,13,0,13,0,13,NA,NA,41,35,36,34,5,8,41,530-580-6053,tlaliotis@tcpud.org,0.29132328572732663,NA,0,0,0.660806477381497,0,0,0,0.660806477381497,0.29132328572732663,0.2557960557605795,0.035527229966747155
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,18-Jan,NA,18-Jan,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/maddencreek,"Maybe this should be physical not mangerial, but there is no inactive Madden Creek WC, so it seems like that's what happened (not in ECM docs)",No,Yes,NA,Yes,NA,GW,GW,GW,300,Community water system,7878.382797,14,NA,NA,Nonprofit private,Special district,221 Fairway Dr Tahoe City CA 96145,060610222002,"Block Group 2, Census Tract 222, Placer County, California",738,350,676,321,0,13,0,13,3,7,0,13,40,48,111216,28794,232,104,176,84,56,50,232,530-580-6326,sbarclay@tcpud.org,3.37188711652278,335060.5727034863,0.3364799340541077,0,7.982082803846704,0,0,0,7.645602869792596,3.37188711652278,2.9895235550976578,0.3823635614251224
