PWS ID,PWS Name,PWS Type,Population Served Count,# of Facilities,# of Violations,# of Site Visits,Primary Source,Primary Source Code,Address Line1,Address Line2,Counties Served
CA3200102,WHITEHAWK RANCH MWC,Community water system,765,5,5,8,Surface water,SW,PO BOX 147,,Plumas
CA4100512,LOMA MAR MUTUAL,Community water system,65,3,43,64,Surface water,SW,P.O. BOX 1,,San Mateo
CA2000627,BLACK HAWK LODGE,Transient non-community system,40,14,10,13,Ground water,GW,27694 HIGHWAY 41,,Madera
CA3310018,HOME GARDENS COUNTY WD,Community water system,"3,095",10,66,14,Surface water purchased,SWP,3832 N. GRANT ST.,,Riverside
CA3910019,LINDEN COUNTY WATER DISTRICT,Community water system,"1,784",13,7,15,Ground water,GW,P.O. BOX 595,,San Joaquin
CA2110008,LAWSON S LANDING,Community water system,962,10,9,10,Ground water,GW,P.O. Box 131,,Marin
CA3610021,FALLSVALE SERVICE COMPANY,Community water system,995,6,10,9,Ground water,GW,P.O. BOX 23,,San Bernardino
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,Community water system,32,5,10,7,Ground water,GW,P.O. BOX 1132,,Kern
CA1910103,PALM RANCH IRRIGATION DIST.,Community water system,"5,564",16,0,20,Surface water purchased,SWP,4871 WEST COLUMBIA WAY,,Los Angeles
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,Community water system,198,3,8,6,Ground water,GW,P.O. Box 1351,,Kern
CA4800564,HIDDEN ACRES TRAILER VILLA,Community water system,80,6,38,10,Ground water,GW,16275 MONTEREY ST STE O,,Solano
CA4900714,LIBERTY SCHOOL,Non-Transient non-community system,225,3,2,4,Ground water,GW,170 LIBERTY SCHOOL ROAD,,Sonoma
CA1700638,USFS-MIDDLE CREEK CG,Transient non-community system,40,4,24,4,Ground water,GW,10025 ELK MT RD,,Lake
CA1502225,RANKIN RANCH,Transient non-community system,42,3,8,5,Ground water,GW,P.O. BOX 36,,Kern
CA4510014,BELLA VISTA WATER DISTRICT,Community water system,"19,098",13,3,36,Surface water,SW,11368 EAST STILLWATER WAY,,Shasta
CA4800820,EB STONE,Transient non-community system,43,3,22,5,Ground water,GW,PO BOX 550,,Solano
CA5210002,GERBER LAS FLORES CSD,Community water system,"1,200",9,4,17,Ground water,GW,331 San Benito Avenue,,Tehama
CA4901384,DUTTON RANCH CORPORATION,Transient non-community system,75,3,0,2,Ground water,GW,P.O. Box 48,,Sonoma
CA4300716,LUPIN LODGE,Community water system,300,14,33,9,Surface water,SW,P.O. BOX 1274,,Santa Clara
CA4301006,FORTINO WINERY,Transient non-community system,25,2,1,3,Ground water,GW,4525 Hecker Pass Hwy,,Santa Clara
CA1510042,MOUNTAIN MESA WC,Community water system,777,14,6,10,Ground water,GW,P.O. Box 2431,,Kern
CA4510003,BURNEY WATER DISTRICT,Community water system,"3,154",6,16,24,Ground water,GW,20222 Hudson Street,,Shasta
CA3600784,MACLIN MARKETS,Transient non-community system,"1,000",3,1,32,Ground water,GW,7407 E. RIVERSIDE DRIVE,,San Bernardino
CA1900563,"SUNDALE MUTUAL WATER COMPANY A, B",Community water system,"1,100",9,30,8,Ground water,GW,P.O. BOX 6708,,Los Angeles
CA4900748,CASINI RANCH CAMPGROUND,Transient non-community system,442,5,5,2,Ground water,GW,P.O. BOX 22,22855 MOSCOW ROAD,Sonoma
CA1910101,ORCHARD DALE WATER DISTRICT,Community water system,"25,000",4,5,15,Ground water purchased,GWP,13819 EAST TELEGRAPH ROAD,,Los Angeles
CA5601201,LIMONEIRA RANCH #1,Community water system,832,3,5,7,Ground water purchased,GWP,1141 Cummings Road,,Ventura
CA2110002,MARIN MUNICIPAL WATER DISTRICT,Community water system,"189,100",14,0,46,Surface water,SW,220 Nellen Avenue,,Marin
CA1502569,FIRST MUTUAL WATER SYSTEM,Community water system,35,2,66,6,Ground water,GW,5848 GOBI AVENUE,,Kern
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,Community water system,"5,849",22,24,12,Ground water,GW,"26540 Vista Road, Suite B",PO BOX 359,San Bernardino
CA3601158,HELENDALE CSD COMMUNITY CENTER,Transient non-community system,25,3,0,23,Ground water,GW,"26540 Vista Road, Suite B",PO BOX 359,San Bernardino
CA4500054,BALLS FERRY FISHING RESORT,Community water system,204,6,9,9,Ground water,GW,22033 KIMBERLY RD,,Shasta
CA4500062,LONE TREE MOBILE HOME PARK,Community water system,85,4,4,9,Ground water,GW,3306 LAWRENCE ROAD,,Shasta
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,Community water system,766,6,9,9,Ground water,GW,1234 N. MARKET ST,,Los Angeles
CA3610109,SHEEP CREEK WATER COMPANY,Community water system,"3,623",14,2,9,Ground water,GW,P. O. BOX 291820,,San Bernardino
CA2100578,MARSHALL BOAT WORKS,Transient non-community system,33,3,0,3,Ground water,GW,P.O. Box 801,,Marin
CA2100581,HOG ISLAND OYSTER CO.,Transient non-community system,170,4,0,3,Ground water,GW,P.O. Box 829,,Marin
CA3200205,TWO RIVERS SPORT CAMP,Transient non-community system,150,7,5,8,Ground water,GW,P.O. BOX 266,,Plumas
CA5601122,TICO MUTUAL WATER CO,Community water system,70,6,34,17,Surface water purchased,SWP,1790 South Rice Road,,Ventura
CA4901299,PETRIFIED FOREST,Transient non-community system,300,3,0,3,Ground water,GW,Janet Angel - Co-Owner,4100 Petrified Forest Road,Sonoma
CA5301008,PINE COVE RV PARK,Community water system,223,4,6,13,Ground water,GW,9435 TRINITY DAM BLVD. #5,,Trinity
CA1503655,BILLINGSLEY DVM WATER SYSTEM,Transient non-community system,34,2,1,3,Ground water,GW,21832 FERNCUKO STREET,,Kern
CA4510011,CENTERVILLE C.S.D.,Community water system,"4,211",2,2,20,Surface water purchased,SWP,8930 Placer Road,,Shasta
CA2110005,BOLINAS COMMUNITY PUD,Community water system,"2,620",5,53,8,Surface water,SW,P.O. Box 390,,Marin
CA5403205,PENA'S DISPOSAL SERVICES,Non-Transient non-community system,86,6,22,3,Ground water,GW,12094 AVENUE 408,,Tulare
CA1600270,KINGSTON-LATON PARK,Transient non-community system,25,2,0,5,Ground water,GW,1400 LACEY BLVD.,,Kings
CA5000440,RAINBOW FARMS,Non-Transient non-community system,30,6,8,10,Ground water,GW,PO BOX 910,,Stanislaus
CA5000503,OAKDALE CHEESE & SPECIALTIES,Transient non-community system,25,2,0,9,Ground water,GW,10040  HWY 120,,Stanislaus
CA0900511,CATHEDRAL WATER ASSOCIATION,Transient non-community system,25,2,8,5,Ground water,GW,1045 BOULDER MOUNTAIN CT,,El Dorado
CA0900507,STANFORD SIERRA CAMP,Transient non-community system,295,3,2,12,Surface water,SW,1045 BOULDER MOUNTAIN CT,,El Dorado
CA5000486,"ROBERTS FERRY NUT CO, INC (WS)",Transient non-community system,25,2,4,12,Ground water,GW,20496  YOSEMITE BLVD,,Stanislaus
CA5000498,GOLDEN STATE PFT PROPERTIES LLC,Non-Transient non-community system,35,2,18,10,Ground water,GW,5200 N GOLDEN STATE BLVD,,Stanislaus
CA0707630,WILLOWEST MARINA WS,Transient non-community system,30,4,5,10,Ground water,GW,3215 WILLOW RD,,Contra Costa
CA0707545,ORWOOD RESORT,Community water system,350,4,4,26,Ground water,GW,4450 ORWOOD RD,,Contra Costa
CA5000586,CALIFORNIA TRANSPLANTS LLC,Transient non-community system,25,2,0,3,Ground water,GW,PO BOX 879,,Stanislaus
CA5000427,COVANTA STANISLAUS WASTE ENERGY FACILITY,Non-Transient non-community system,25,4,4,13,Ground water,GW,4040  FINK ROAD,,Stanislaus
CA5000480,NEW HOPE CHURCH OF THE NAZARENE,Transient non-community system,70,2,3,10,Ground water,GW,PO BOX 1514,,Stanislaus
CA0900549,TAMARACK PARK HOMEOWNERS ASSOC,Transient non-community system,50,3,1,4,Ground water,GW,7320 FARM DALE WAY,,El Dorado
CA0707532,MCAVOY YACHT HARBOR,Transient non-community system,55,2,4,19,Ground water,GW,787 WILLOW LAKE DR,,Contra Costa
CA0706042,BETHEL ISLAND GOLF COURSE & COUNTRY CLUB,Transient non-community system,80,3,12,22,Ground water,GW,3300 GATEWAY RD,,Contra Costa
CA5000272,CITY OF OAKDALE -KERR PARK,Transient non-community system,26,3,8,13,Ground water,GW,455 S FIFTH AVE,,Stanislaus
CA5000579,FOSTER FARMS #5,Community water system,26,3,1,5,Ground water,GW,PO BOX 55,,Stanislaus
CA0901249,WENCH CREEK CAMPGROUND,Transient non-community system,250,3,6,7,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0900214,WOLF CREEK CAMPGROUND,Transient non-community system,150,3,7,3,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901248,WRIGHTS LAKE CAMPGROUND,Transient non-community system,75,3,7,4,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901247,YELLOW JACKET CAMPGROUND,Transient non-community system,350,3,9,5,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901228,GERLE CREEK CAMPGROUND,Transient non-community system,125,7,12,7,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901229,ICE HOUSE CAMPGROUND,Transient non-community system,200,3,6,7,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901230,LOON LAKE CAMPGROUND,Transient non-community system,125,3,9,8,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901246,PENINSULA RECREATION AREA,Transient non-community system,350,3,18,6,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0900208,PIPI CAMPGROUND WATER SYSTEM,Transient non-community system,150,6,30,3,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901243,SILVERFORK CAMPGROUND,Transient non-community system,70,3,7,5,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901239,SAND FLAT CAMPGROUND,Transient non-community system,50,3,12,6,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901219,CAPPS CROSSING CAMPGROUND,Transient non-community system,25,2,9,4,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0901222,CHINA FLAT CAMPGROUND,Transient non-community system,75,6,9,8,Ground water,GW,292 SUMMERSET DR,,El Dorado
CA0300076,KIRKWOOD CAMPGROUND,Transient non-community system,65,3,3,13,Ground water,GW,292 SUMMERSET DR,,Amador
CA2701367,TIERRA MEADOWS HOA WS,Community water system,63,6,14,8,Ground water,GW,3 QUAIL RUN CIRCLE STE 200,,Monterey
CA5403208,SOULTS PUMP & EQUIPMENT COMPANY,Non-Transient non-community system,31,3,4,2,Ground water,GW,2873 W. INYO AVENUE,,Tulare
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,Community water system,100,8,16,9,Ground water,GW,"500 E. Calaveras Blvd., Ste. #333",,Nevada
CA2901208,DONNER TRAIL ELEMENTARY SCHOOL,Non-Transient non-community system,60,5,3,12,Ground water,GW,11603 Donner Pass Rd.,,Nevada
CA2701310,GORDA WS,Transient non-community system,50,4,19,8,Groundwater under influence of surface water,GU,,250 DEL MESA CARMEL,Monterey
CA2702641,CONUNDRUM WINERY WS,Transient non-community system,25,2,3,6,Ground water,GW,PO BOX 325,,Monterey
CA2701589,SUNNY ACRES MWS,Community water system,45,10,4,10,Ground water,GW,29129 CHUALAR CANYON RD.,,Monterey
CA2702003,VIERRA MEADOWS MWC,Community water system,65,7,14,10,Ground water,GW,8020 TEICHMAN COURT,,Monterey
CA2701172,WILDHORSE CAFE WS,Non-Transient non-community system,50,8,1,12,Ground water,GW,PO BOX 633,,Monterey
CA3901131,BAY VALLEY ESTATES PWS,Transient non-community system,50,2,7,33,Ground water,GW,PO BOX 698,,San Joaquin
CA3901390,FRANK C ALEGRE TRUCKING INC WS,Non-Transient non-community system,25,3,11,52,Ground water,GW,PO BOX 1508,,San Joaquin
CA3901123,MORADA CHEVRON FAST N EASY #60*,Transient non-community system,200,2,17,42,Ground water,GW,5000 E 2ND ST STE G,,San Joaquin
CA3400432,COSUMNES RIVER PRESERVE VISITOR (BLM),Transient non-community system,300,8,1,6,Ground water,GW,13501 FRANKLIN BLVD,,Sacramento
CA0202512,SORENSON S RESORT,Transient non-community system,25,2,2,2,Ground water,GW,14225 HIGHWAY 88,,Alpine
CA0202519,TURTLE ROCK COUNTY PARK,Transient non-community system,25,2,1,4,Ground water,GW,50 DIAMOND VALLEY ROAD,,Alpine
CA0202550,ALPINE COUNTY HEALTH AND HUMAN SERVICES,Transient non-community system,25,2,0,2,Ground water,GW,50 DIAMOND VALLEY ROAD,,Alpine
CA3400107,RIVER'S EDGE MARINA & RESORT,Community water system,150,2,21,35,Ground water,GW,,PO BOX 31114,Sacramento
CA5602403,LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,Non-Transient non-community system,600,3,4,8,Ground water,GW,4200 Olds Road,,Ventura
CA3301775,HIGH VALLEYS WATER DISTRICT,Community water system,762,7,27,12,Ground water purchased,GWP,47781 Twin Pines Road,,Riverside
CA1100103,ORLAND LDS CHURCH,Transient non-community system,140,3,1,1,Ground water,GW,P.O. BOX 842,,Glenn
CA5200714,CHURCH OF LATTER DAY SAINTS,Transient non-community system,25,2,0,2,Ground water,GW,P.O. BOX 842,,Tehama
CA4400725,SANTA CRUZ COUNTY FAIRGROUNDS,Non-Transient non-community system,550,6,4,10,Ground water,GW,2601 East Lake Ave.,,Santa Cruz
CA5304502,"SALYER HEIGHTS W.S., INC",Community water system,135,3,15,13,Surface water,SW,P.O. Box 156,Salyer Heights Water Company,Trinity
CA1900143,DESERT AIRE GOLF COURSE,Transient non-community system,80,8,1,10,Ground water,GW,3620 EAST AVE P,,Los Angeles
CA1907029,RANCHO SIERRA ACRES,Transient non-community system,28,5,4,10,Ground water,GW,3620 EAST AVE P,,Los Angeles
CA3100061,SIERRA MEADOWS APARTMENT,Community water system,52,3,32,8,Ground water,GW,PO BOX 1217,,Placer
CA3100114,OLIVERS GROCERY,Transient non-community system,25,3,4,10,Ground water,GW,461 JULIE WAY,,Placer
CA5602108,GARDEN ACRES MUTUAL WATER CO,Community water system,840,4,11,11,Ground water,GW,3701 Orange Drive,,Ventura
CA4910027,SONOMA STATE UNIVERSITY,Community water system,"10,986",6,13,6,Ground water,GW,1801 East Cotati Avenue,,Sonoma
CA1610007,HOME GARDEN CSD,Community water system,"1,750",9,70,10,Ground water,GW,11677 2ND PLACE,,Kings
CA3400164,"VIEIRA'S RESORT, INC",Community water system,150,5,37,44,Ground water,GW,15476 STATE HIGHWAY 160,,Sacramento
CA0900564,KING'S IV CONDOMINIUMS,Transient non-community system,60,3,9,5,Ground water,GW,P.O. BOX 18693,,El Dorado
CA5000041,MAZE BLVD MOBILEHOME PARK,Transient non-community system,90,4,7,14,Ground water,GW,PO BOX 930,,Stanislaus
CA0500106,MOUNTAIN RANCH WATER SYSTEM,Transient non-community system,150,2,0,5,Ground water,GW,P.O. BOX 335,,Calaveras
CA3301991,APPLE MARKET TWO,Transient non-community system,520,3,13,9,Ground water,GW,65959 HARRISON ST.,,Riverside
CA0900641,FALLEN LEAF MUTUAL WATER CO,Transient non-community system,385,3,25,11,Surface water,SW,PO BOX 1778,,El Dorado
CA5100149,BARRY ELEMENTARY SCHOOL,Non-Transient non-community system,650,4,63,14,Ground water,GW,1512 Stewart Rd.,,Sutter
CA5800897,COUNTRY MARKET,Transient non-community system,40,2,1,3,Ground water,GW,2789 Highway 20,,Yuba
CA4110023,CITY OF SAN BRUNO,Community water system,"46,085",19,1,18,Surface water purchased,SWP,567 El Camino Real,,San Mateo
CA0706056,DELTA SPORTSMAN,Transient non-community system,150,2,12,22,Ground water,GW,7360 MISSION ST,,Contra Costa
CA1900569,TRASK SCOUT RESER.-BOY SCOUTS OF AMERICA,Transient non-community system,80,3,60,14,Surface water,SW,1100 NORTH CANYON BLVD.,,Los Angeles
CA2400304,BOLAND'S MARKET,Transient non-community system,35,2,0,2,Ground water,GW,P.O. BOX 406,,Merced
CA2800014,11:11 WINERY,Transient non-community system,25,3,3,4,Ground water,GW,620 Trancas Street,,Napa
CA2400220,STEVINSON RANCH MAINT. SHOP/THE GROVE,Transient non-community system,45,3,2,3,Ground water,GW,P.O. BOX 818,,Merced
CA2300735,HOLLY RANCH VILLAGE,Community water system,50,5,13,6,Ground water,GW,32400 Creekside Lane,,Mendocino
CA3301209,DESERT VIEW TRAILER PARK,Community water system,60,2,15,19,Ground water,GW,P.O. BOX 8181,,Riverside
CA2900562,ANANDA VILLAGE,Community water system,290,10,7,12,Ground water,GW,14618 TYLER FOOTE CROSSING RD.,,Nevada
CA2901934,ANANDA RETREAT CENTER,Transient non-community system,75,5,12,10,Ground water,GW,14618 TYLER FOOTE CROSSING RD.,,Nevada
CA1600032,KINGS REST MOTEL,Transient non-community system,30,3,2,5,Ground water,GW,9129 19 1/2 AVE.,,Kings
CA4200939,COTTON WOOD WINERY,Transient non-community system,25,2,6,6,Ground water,GW,3940 DOMINION ROAD,,Santa Barbara
CA2900501,BIGLEYS MARKET / BRASS RAIL,Transient non-community system,150,3,1,8,Ground water,GW,P.O. BOX 1272,,Nevada
CA3302091,ZEN MOUNTAIN CENTER,Transient non-community system,46,5,6,7,Ground water,GW,P.O. BOX 43,,Riverside
CA2900567,DIAMOND ARROW CONFERENCE CENTER,Transient non-community system,258,6,4,8,Ground water,GW,15742 NORTH BLOOMFIELD ROAD,,Nevada
CA0300090,BORJON WINERY,Transient non-community system,25,2,3,8,Ground water,GW,P.O. BOX 252,11270 Shenandoah Road,Amador
CA1503664,SOLEDAD MOUNTAIN PROJECT WATER SYSTEM,Non-Transient non-community system,205,12,7,6,Ground water,GW,P.O. Box 1030,,Kern
CA5201083,BARTELS' GIANT BURGER,Transient non-community system,25,2,0,8,Ground water,GW,942 SPRING GULCH RD,,Tehama
CA3103234,EVERYBODY'S INN,Transient non-community system,25,3,13,8,Ground water,GW,19420 FORESTHILL RD,,Placer
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,Community water system,32,9,12,6,Ground water,GW,106 CANDLELIGHT CT,,El Dorado
CA5603118,VENTURA FARMS,Non-Transient non-community system,80,7,17,6,Ground water,GW,235 West Potrero Road,Hidden Valley,Ventura
CA4000675,BRANCH ELEMENTARY SCHOOL,Non-Transient non-community system,500,3,0,9,Ground water,GW,222 Stanley Ave.,,San Luis Obispo
CA3410303,PRAIRIE CITY SVRA,Transient non-community system,8,3,1,6,Ground water,GW,7806 Folsom Auburn Road,,Sacramento
CA4000753,SLO PARTNERS,Non-Transient non-community system,40,2,6,9,Ground water,GW,329 Indio Drive,,San Luis Obispo
CA4000693,CRESTON ELEMENTARY SCHOOL,Non-Transient non-community system,100,6,1,8,Ground water,GW,4355 Potrero Road,,San Luis Obispo
CA4000732,CARRISA PLAINS ELEMENTARY,Non-Transient non-community system,65,3,1,8,Ground water,GW,4355 Potrero Road,,San Luis Obispo
CA4000700,GRANITE RIDGE,Transient non-community system,25,5,5,8,Ground water,GW,4850 Coyote Creek Lane,,San Luis Obispo
CA4000205,TIGER WATER SUPPLY,Non-Transient non-community system,"1,600",5,2,12,Ground water,GW,937 Southwood Dr,,San Luis Obispo
CA4000789,SPANISH LAKES MUTUAL WATER CO,Community water system,125,4,0,10,Ground water,GW,PO Box 480,,San Luis Obispo
CA4000670,WALNUT HILLS MUTUAL WATER CO,Community water system,486,7,4,10,Ground water,GW,240 Nutwood Cirle,,San Luis Obispo
CA1100104,WILLOW CREEK CHRISTIAN SCHOOL,Non-Transient non-community system,47,3,1,1,Ground water,GW,P O BOX 666,,Glenn
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,Community water system,150,4,34,13,Ground water,GW,636 Owens Gorge Rd,,Mono
CA4000649,LOS ROBLES MOBILE HOME ESTATES,Community water system,420,5,4,9,Ground water,GW,3165 Theatre Drive,,San Luis Obispo
CA4000765,VARIAN RANCH MUTUAL WATER,Community water system,111,7,2,11,Ground water,GW,745 Prickly Pear Way,,San Luis Obispo
CA3200049,DREAM CATCHER CAMPGROUND,Transient non-community system,30,4,7,8,Ground water,GW,Dream Catcher Campground,70099 Hwy 70,Plumas
CA5800826,QUAIL RIDGE RV PARK,Transient non-community system,60,2,3,4,Ground water,GW,1425 JOANIE COURT,,Yuba
CA5800205,MELA'S MEXICAN RESTAURANT,Transient non-community system,25,2,4,4,Ground water,GW,9542 P STREET,,Yuba
CA4300779,LAKESIDE SD-LAKESIDE SCHOOL,Non-Transient non-community system,127,3,4,4,Ground water,GW,19621 Black Road,,Santa Clara
CA4000631,ALMIRA WATER ASSOCIATION,Community water system,40,3,5,9,Ground water,GW,PO Box 2705,,San Luis Obispo
CA4000555,GUADALUPE COOLING COMPANY,Non-Transient non-community system,35,6,3,8,Ground water,GW,2040 Guadalupe Rd.,,San Luis Obispo
CA4000671,ELKS LODGE #322,Non-Transient non-community system,40,4,2,12,Ground water,GW,222 Elks Lane,,San Luis Obispo
CA4000780,MADONNA INN WATER COMPANY,Non-Transient non-community system,650,7,5,7,Ground water,GW,100 Madonna Rd.,,San Luis Obispo
CA3107318,SIERRA WOODS LODGE,Transient non-community system,124,3,10,6,Ground water,GW,PO BOX 1807,,Placer
CA3106937,LOOMIS LAND INC SENIOR CARE VILLA WATER,Non-Transient non-community system,30,2,1,11,Ground water,GW,3400 CHISOM TRAIL,,Placer
CA5200527,HUNTER'S FISHING RESORT,Community water system,50,7,8,2,Ground water,GW,55 CAMINO ALTO,,Tehama
CA3107338,WAKE ISLAND WATER SYSTEM,Transient non-community system,25,3,1,3,Ground water,GW,7633 LOCUST ROAD,,Placer
CA5200551,WOODSON BRIDGE MHP,Community water system,158,5,13,4,Ground water,GW,974 N.W. MAHOGANY LN,,Tehama
CA3100058,DUTCH FLAT MUTUAL,Community water system,350,4,30,13,Surface water,SW,PO BOX 50,,Placer
CA1900075,BLEICH FLATS MUTUAL,Community water system,93,22,7,10,Ground water,GW,46472 Kings Canyon Road,,Los Angeles
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,Community water system,340,7,44,7,Ground water,GW,2313 E. MORGAN,,Tulare
CA0300052,COOK'S STATION,Transient non-community system,38,4,9,18,Ground water,GW,31986 STATE HIGHWAY 88,,Amador
CA1600029,BURRIS PARK,Transient non-community system,125,7,3,7,Ground water,GW,1400 LACEY BLVD.,,Kings
